"id","name","address","local","city","state","zip","lat","lng","phone","description"
"2252","Warren London","27 London Ter","New City, NY 10956","New City",,"10956","41.144539","-73.996493","(845) 634-1412","111. Warren LondonPet GroomingWebsite13YEARSIN BUSINESS"
"2253","Ascot Pet Svc","85 Old Tappan Rd","Tappan, NY 10983","Tappan",,"10983","41.0291","-73.952176","(845) 359-3553","122. Ascot Pet SvcPet GroomingPet Boarding & KennelsKennels48YEARSIN BUSINESS"
"2254","My-Buddy-N-Me","85 S Broadway Ste 12","Nyack, NY 10960","Nyack",,"10960","41.09368","-73.93213","(845) 535-3135","126. My-Buddy-N-MePet GroomingPet Stores"
"2255","Lovely Puppy House","30 Orangetown Shopping Ctr","Orangeburg, NY 10962","Orangeburg",,"10962","41.047289","-73.963065","(845) 359-7113","127. Lovely Puppy HousePet Grooming15YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2256","Four Paws & A Tub","79 S Broadway","Nyack, NY 10960","Nyack",,"10960","41.09368","-73.93213","(845) 535-3301","128. Four Paws & A TubPet Grooming"
"2257","Poochie Pet Spa","463 Livingston St","Norwood, NJ 07648","Norwood",,"07648","40.994884","-73.956089","(201) 660-7771","133. Poochie Pet SpaPet Grooming(4)11YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2258","Dazzling Dogs Grooming","15 Jackson Ave","Syosset, NY 11791","Syosset",,"11791","40.813797","-73.502844","(516) 802-5577","56. Dazzling Dogs GroomingPet Grooming10YEARSIN BUSINESS"
"2259","Grooming On The Go Inc","126 Columbia Dr","Jericho, NY 11753","Jericho",,"11753","40.784785","-73.5355","(516) 938-0153","124. Grooming On The Go IncPet Grooming(3)Website15YEARSIN BUSINESS"
"2260","The Grooming Box","119 King St","Hicksville, NY 11801","Hicksville",,"11801","40.766663","-73.51647","(516) 822-3080","126. The Grooming BoxPet Grooming13YEARSIN BUSINESS"
"2261","Pawlor Fur Dogs LLC Mobile Pet Grooming",,"Norwalk, CT 06850","Norwalk",,"06850","41.128164","-73.441537","(203) 274-2533","2. Pawlor Fur Dogs LLC Mobile Pet GroomingPet GroomingMobile Pet Grooming(3)15YEARSIN BUSINESS"
"2262","K9 Cuts Dog Grooming",,,,,,NULL,NULL,"(844) 544-4106","3. K9 Cuts Dog GroomingPet Grooming"
"2263","PetPort Supply and Grooming Destination","40 Main St","Northport, NY 11768","Northport",,"11768","40.90285","-73.327419","(631) 261-7222","132. PetPort Supply and Grooming DestinationPet GroomingPet ServicesPet Food(1)Website13YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2264","Barkfield Road","3 Hewitt Sq","East Northport, NY 11731","East Northport",,"11731","40.864288","-73.317866","(631) 651-9292","139. Barkfield RoadPet GroomingPet StoresPet BreedersWebsite"
"2265","North Shore Veterinary Hospital","835 Fort Salonga Rd","Northport, NY 11768","Northport",,"11768","40.90285","-73.327419","(631) 757-0522","143. North Shore Veterinary HospitalPet GroomingVeterinary Clinics & HospitalsVeterinarians(1)Website92YEARSIN BUSINESS"
"2266","Pet Zone Spa & Resort Inc","313 Larkfield Rd","East Northport, NY 11731","East Northport",,"11731","40.864288","-73.317866","(631) 368-0047","147. Pet Zone Spa & Resort IncPet GroomingKennelsPet Boarding & Kennels18YEARSIN BUSINESS"
"2267","Purrfectly Pampered Pets","220 Washburn Rd","Briarcliff Manor, NY 10510","Briarcliff Manor",,"10510","41.145661","-73.833747","(914) 739-7077","139. Purrfectly Pampered PetsPet GroomingPet Sitting & Exercising Services"
"2268","BowWow Babiesâ„¢","830 W Jericho Tpke","Huntington, NY 11743","Huntington","NY","11743","40.869083","-73.4093","(631) 923-3111","134. BowWow Babiesâ„¢Pet GroomingPet StoresPet Services(6)Website10YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2269","Island Veterinary Group","29 E 16th St","Huntington Station, NY 11746","Huntington Station","NY","11746","40.817398","-73.369148","(631) 351-8387","138. Island Veterinary GroupPet GroomingVeterinary Specialty ServicesVeterinarians(1)Website"
"2270","Commack Animal Hospital","3095 Jericho Tpke","East Northport, NY 11731","East Northport","NY","11731","40.864288","-73.317866","(631) 855-0917","139. Commack Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinarians(1)Website"
"2271","Mamaroneck Veterinary Hospital","649 W Boston Post Rd","Mamaroneck, NY 10543","Mamaroneck","NY","10543","40.955281","-73.737657","(914) 777-0398","140. Mamaroneck Veterinary HospitalPet GroomingVeterinariansPet Services(1)BBB Rating: A+Website24YEARSIN BUSINESS"
"2272","Animal General of East Norwich","6320 Northern Blvd","East Norwich, NY 11732","East Norwich","NY","11732","40.844086","-73.537272","(516) 544-8193","143. Animal General of East NorwichPet GroomingVeterinary Clinics & HospitalsVeterinarians(1)Website32YEARSIN BUSINESS"
"2273","Valhalla Animal Hospital","2 Columbus Ave","Valhalla, NY 10595","Valhalla","NY","10595","41.088128","-73.777872","(914) 949-2190","141. Valhalla Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinary LabsWebsite41YEARSIN BUSINESS"
"2274","Bayville Animal Clinic","38 Bayville Ave","Bayville, NY 11709","Bayville","NY","11709","40.907634","-73.560621","(516) 628-2634","146. Bayville Animal ClinicPet GroomingVeterinary Clinics & HospitalsVeterinary LabsWebsite35YEARSIN BUSINESS"
"2275","Dakota Veterinary Center","381 Dobbs Ferry Rd","White Plains, NY 10607","White Plains","NY","10607","41.040477","-73.809229","(914) 421-0020","110. Dakota Veterinary CenterPet GroomingVeterinary Clinics & HospitalsVeterinarians(2)Website22YEARSIN BUSINESS"
"2276","Thornwood Animal Hospital","662 Commerce St","Thornwood, NY 10594","Thornwood","NY","10594","41.117322","-73.773933","(914) 769-4502","115. Thornwood Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsite44YEARSIN BUSINESS"
"2277","Stanzione Gil","381 Dobbs Ferry Rd","White Plains, NY 10607","White Plains","NY","10607","41.040477","-73.809229","(914) 421-9085","116. Stanzione GilPet GroomingVeterinariansVeterinary Clinics & HospitalsWebsite26YEARSIN BUSINESS"
"2278","Scarsdale Animal Hospital","741 Post Rd","Scarsdale, NY 10583","Scarsdale","NY","10583","40.989799","-73.80007","(914) 723-0290","120. Scarsdale Animal HospitalPet GroomingVeterinariansPet Boarding & KennelsWebsite39YEARSIN BUSINESS"
"2279","Bark Avenue Pet Spa","161 Forest Ave","Locust Valley, NY 11560","Locust Valley","NY","11560","40.882245","-73.592578","(516) 277-2160","125. Bark Avenue Pet SpaPet GroomingKennelsPet StoresWebsiteProducts15YEARSIN BUSINESS"
"2280","Pleasantville Animal Hospital","479 Marble Ave","Pleasantville, NY 10570","Pleasantville","NY","10570","41.134752","-73.784806","(914) 769-3700","126. Pleasantville Animal HospitalPet GroomingVeterinary Clinics & HospitalsVeterinariansWebsiteServices52YEARSIN BUSINESS"
"2281","Chappaqua Animal Hospital","495 King St","Chappaqua, NY 10514","Chappaqua","NY","10514","41.173209","-73.76922","(914) 238-4406","146. Chappaqua Animal HospitalPet GroomingVeterinary Clinics & HospitalsPet Boarding & Kennels44YEARSIN BUSINESS"
"2282","Begging For A Grooming","1197 Saint Georges Ave","Colonia, NJ 07067","Colonia","NJ","07067","40.593643","-74.315267","(732) 326-0002","3. Begging For A GroomingPet Grooming(1)WebsiteAmenities:Wheelchair accessible"
"2283","Galloping Groomer Mobile Pet Grooming Service",,"Perth Amboy, NJ 08861","Perth Amboy","NJ","08861","40.519012","-74.27612","(732) 442-6603","5. Galloping Groomer Mobile Pet Grooming ServicePet Grooming(2)"
"2284","T L C Mobile Groomers",,,,,,NULL,NULL,"(732) 738-7775","6. T L C Mobile GroomersPet Grooming(1)34YEARSIN BUSINESS"
"2285","Pet Nanny Mobile Grooming",,"Edison, NJ 08817","Edison","NJ","08817","40.51467","-74.395296","(732) 549-5449","7. Pet Nanny Mobile GroomingPet Grooming"
"2286","1 Harry Place",,"Monroe Township, NJ 08831","Monroe Township","NJ","08831","40.350085","-74.441445","(732) 605-1248","8. 1 Harry PlacePet Grooming"
"2287","Princeton Mobile Grooming",,,,,,NULL,NULL,"(732) 979-7879","9. Princeton Mobile GroomingPet GroomingWebsite"
"2288","Galloping Groomers",,"Sewaren, NJ 07077","Sewaren","NJ","07077","40.554739","-74.26668","(732) 442-6603","10. Galloping GroomersPet Grooming(2)Website10YEARS WITH"
"2289","Golden Paw Grooming Spa","547 Amboy Ave","Woodbridge, NJ 07095","Woodbridge","NJ","07095","40.558215","-74.287244","(732) 874-5282","11. Golden Paw Grooming SpaPet GroomingDog & Cat Furnishings & SuppliesPet Boarding & Kennels(1)Website"
"2290","Dirty Dog Salon Mobile Petgrooming",,,,,,NULL,NULL,"(732) 390-8231","12. Dirty Dog Salon Mobile PetgroomingPet Grooming(1)"
"2291","Tada! Dog Grooming","97 Main St","Woodbridge, NJ 07095","Woodbridge","NJ","07095","40.558215","-74.287244","(732) 652-9734","13. Tada! Dog GroomingPet Grooming"
"2292","Vava Groom Mobile Groomers",,,,,,NULL,NULL,"(732) 387-0906","16. Vava Groom Mobile GroomersPet Grooming"
"2293","Shear Pawfection Mobile Pet Grooming",,,,,,NULL,NULL,"(732) 698-1666","17. Shear Pawfection Mobile Pet GroomingPet Grooming"
"2294","Grooming by Melissa Mobile Pet Salon",,"Rahway, NJ 07065","Rahway","NJ","07065","40.6095","-74.280683","(732) 382-2207","18. Grooming by Melissa Mobile Pet SalonPet Grooming"
"2295","Galloping Groomer Mobile Pet","796 W Inman Ave","Rahway, NJ 07065","Rahway","NJ","07065","40.6095","-74.280683","(732) 442-6603","19. Galloping Groomer Mobile PetPet Grooming(1)"
"2296","Pampered Pawz Pet Grooming Boutique LL","1470 Main St","Rahway, NJ 07065","Rahway","NJ","07065","40.6095","-74.280683","(732) 943-2123","22. Pampered Pawz Pet Grooming Boutique LLPet GroomingPet StoresWebsite12YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2297","Clark Animal Hospital - Anant V Joshi DVM","1075 Westfield Ave","Rahway, NJ 07065","Rahway","NJ","07065","40.6095","-74.280683","(732) 388-3379","23. Clark Animal Hospital - Anant V Joshi DVMPet GroomingPet ServicesVeterinarians(3)BBB Rating: A+WebsiteDirectionsMore Info73YEARSIN BUSINESS6YEARS WITH"
"2298","Mid New Jersey Pet Supply","296 Pershing Ave","Carteret, NJ 07008","Carteret","NJ","07008","40.584894","-74.234297","(732) 742-2869","24. Mid New Jersey Pet SupplyPet GroomingPet FoodPet ServicesBBB Rating: AWebsite48YEARSIN BUSINESS"
"2299","Grooming By Rudy","294 Inman Ave","Colonia, NJ 07067","Colonia","NJ","07067","40.593643","-74.315267","(732) 381-9000","26. Grooming By RudyPet Grooming30YEARSIN BUSINESS"
"2300","A Tender Touch Pet Grooming","443 Lake Ave","Colonia, NJ 07067","Colonia","NJ","07067","40.593643","-74.315267","(732) 382-7500","27. A Tender Touch Pet GroomingPet Grooming32YEARSIN BUSINESS"
"2301","Wonder Pet Grooming","421 S Wood Ave","Linden, NJ 07036","Linden","NJ","07036","40.626776","-74.227922","(908) 290-3101","29. Wonder Pet GroomingPet GroomingWebsite"
"2302","Posh Paws Pet Salon & Boutique","673 Raritan Rd","Cranford, NJ 07016","Cranford","NJ","07016","40.654829","-74.305974","(908) 514-8019","30. Posh Paws Pet Salon & BoutiquePet GroomingWebsite"
"2303","Bloomingtails Grooming by Josephine","4180 Victory Blvd","Staten Island, NY 10314","Staten Island","NY","10314","40.606393","-74.152402","(718) 313-1890","31. Bloomingtails Grooming by JosephinePet GroomingPet StoresBBB Rating: A+Website6YEARSIN BUSINESS"
"2304","Sophisticated Pooch","1120 Raritan Rd Ste 5","Clark, NJ 07066","Clark","NJ","07066","40.623271","-74.311429","(732) 340-1155","32. Sophisticated PoochPet GroomingPet StoresDog & Cat Furnishings & SuppliesBBB Rating: A+35YEARSIN BUSINESS"
"2305","Merry Mutts","654A Sharrotts Rd","Staten Island, NY 10309","Staten Island","NY","10309","40.530762","-74.213351","(718) 761-3494","33. Merry MuttsPet GroomingPet ServicesPet Boarding & Kennels16YEARSIN BUSINESS"
"2306","Mobile Grooming By Grace Joe","20 Sandalwood Dr","Edison, NJ 08820","Edison","NJ","08820","40.575451","-74.364495","(732) 396-1515","35. Mobile Grooming By Grace JoePet GroomingPet Stores21YEARSIN BUSINESS"
"2307","In-N-Out Dog Washing & Grooming","300 North Ave","Garwood, NJ 07027","Garwood","NJ","07027","40.651917","-74.323185","(908) 228-5076","36. In-N-Out Dog Washing & GroomingPet GroomingPet Sitting & Exercising ServicesWebsiteAmenities:Wheelchair accessible"
"2308","Shampooch NY","1650 Richmond Ave","Staten Island, NY 10314","Staten Island","NY","10314","40.606393","-74.152402","(718) 370-0051","38. Shampooch NYPet GroomingDog & Cat Furnishings & SuppliesPet Stores15YEARSIN BUSINESS"
"2309","TLC Mobile Groomers","91 Orchard St","Metuchen, NJ 08840","Metuchen","NJ","08840","40.54235","-74.356832","(732) 218-2510","39. TLC Mobile GroomersPet Grooming(2)34YEARSIN BUSINESS"
"2310","In N Out Pet Services","300 North Ave","Garwood, NJ 07027","Garwood","NJ","07027","40.651917","-74.323185","(908) 228-5076","40. In N Out Pet ServicesPet GroomingPet ServicesDog Training(3)Website"
"2311","Grooming Gallery Inc","12 Willow Rd","Metuchen, NJ 08840","Metuchen","NJ","08840","40.54235","-74.356832","(973) 509-8969","42. Grooming Gallery IncPet Grooming"
"2312","Hounds Town-Metuchen","14 Jersey Ave","Metuchen, NJ 08840","Metuchen","NJ","08840","40.54235","-74.356832","(732) 243-9247","43. Hounds Town-MetuchenPet GroomingPet ServicesPet Boarding & KennelsWebsite"
"2313","Bow Wow Wow Pet Groomers","3812 Victory Blvd","Staten Island, NY 10314","Staten Island","NY","10314","40.606393","-74.152402","(718) 477-2699","44. Bow Wow Wow Pet GroomersPet GroomingPet Stores(4)Services"
"2314","Furever Friends","25 North Ave W","Cranford, NJ 07016","Cranford","NJ","07016","40.654829","-74.305974","(908) 931-1300","45. Furever FriendsPet Grooming(2)"
"2315","Groom-Go-Round","221 Wild Ave","Staten Island, NY 10314","Staten Island","NY","10314","40.606393","-74.152402","(718) 482-3147","46. Groom-Go-RoundPet GroomingWebsite13YEARSIN BUSINESS"
"2316","Proguard Pet Products","220 Columbus Ave","Roselle, NJ 07203","Roselle","NJ","07203","40.650599","-74.260873","(718) 253-7206","47. Proguard Pet ProductsPet GroomingWebsite"
"2317","ARC Marketing","1116 Thompson ave","Roselle, NJ 07203","Roselle","NJ","07203","40.650599","-74.260873","(888) 430-4627","48. ARC MarketingPet GroomingPet Training"
"2318","Grooming Bar For Men","945 Lincoln Ave E","Cranford, NJ 07016","Cranford","NJ","07016","40.654829","-74.305974","(800) 509-5498","49. Grooming Bar For MenPet Grooming"
"2319","In N Out Self Serve Dog Wash","300 North Ave","Garwood, NJ 07027","Garwood","NJ","07027","40.651917","-74.323185","(908) 228-5076","50. In N Out Self Serve Dog WashPet GroomingDog & Cat Furnishings & SuppliesPet Stores"
"2320","In N Out Dog Wash","215 S Ave E","Westfield, NJ 07090","Westfield","NJ","07090","40.646334","-74.345624","(908) 264-8558","52. In N Out Dog WashPet Grooming"
"2321","Tia Jana Dog Care","208 Chestnut St","Roselle Park, NJ 07204","Roselle Park","NJ","07204","40.66336","-74.269618","(908) 241-5090","54. Tia Jana Dog CarePet GroomingWebsite"
"2322","Poodle Splash","707 1/2 Jersey Ave","Elizabeth, NJ 07202","Elizabeth","NJ","07202","40.656153","-74.218524","(908) 354-2557","56. Poodle SplashPet Grooming27YEARSIN BUSINESS"
"2323","Happy Dogs Grooming","301 Washington Ave","Elizabeth, NJ 07202","Elizabeth","NJ","07202","40.656153","-74.218524","(908) 943-0400","58. Happy Dogs GroomingPet Grooming"
"2324","A-1 Poodle Palace","362 E Westfield Ave","Roselle Park, NJ 07204","Roselle Park","NJ","07204","40.66336","-74.269618","(908) 245-1966","59. A-1 Poodle PalacePet GroomingPet StoresWebsite39YEARSIN BUSINESS"
"2325","Aristopet Grooming","609 S Broad St","Elizabeth, NJ 07202","Elizabeth","NJ","07202","40.656153","-74.218524","(908) 353-3262","60. Aristopet GroomingPet Grooming28YEARSIN BUSINESS"
"2326","Fancy Feet Dog Grooming Plus","105 Page Ave Ste F","Staten Island, NY 10309","Staten Island","NY","10309","40.530762","-74.213351","(718) 317-7751","61. Fancy Feet Dog Grooming PlusPet Grooming(1)24YEARSIN BUSINESS"
"2327","The Dog Salon Grooming & Boutique","105 Page Ave Ste F","Staten Island, NY 10309","Staten Island","NY","10309","40.530762","-74.213351","(718) 317-7751","62. The Dog Salon Grooming & BoutiquePet Grooming(1)12YEARSIN BUSINESS"
"2328","Barkingham Palace","383 Main St","Metuchen, NJ 08840","Metuchen","NJ","08840","40.54235","-74.356832","(732) 321-0222","64. Barkingham PalacePet Grooming15YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2329","Richmond Boarding & Grooming","4913 Arthur Kill Rd","Staten Island, NY 10309","Staten Island","NY","10309","40.530762","-74.213351","(718) 966-5589","65. Richmond Boarding & GroomingPet GroomingPet Boarding & KennelsKennelsWebsite50YEARSIN BUSINESS"
"2330","Pets First Company","1245 Virginia St","Elizabeth, NJ 07208","Elizabeth","NJ","07208","40.67442","-74.225148","(908) 289-2121","67. Pets First CompanyPet GroomingWebsite14YEARSIN BUSINESS"
"2331","Animal House Total Pet Care","27 S Plainfield Ave","South Plainfield, NJ 07080","South Plainfield","NJ","07080","40.580308","-74.413829","(908) 755-3342","69. Animal House Total Pet CarePet GroomingPet ServicesDog & Cat Grooming & SuppliesBBB Rating: A+WebsiteDirectionsMore Info36YEARSIN BUSINESS5YEARS WITH"
"2332","Paws & Bubbles LLC","1297 Centennial Ave Ste 5-277","Piscataway, NJ 08854","Piscataway","NJ","08854","40.552711","-74.458211","(908) 565-0835","71. Paws & Bubbles LLCPet GroomingMobile Pet Grooming(1)7YEARSIN BUSINESS"
"2333","Blendz Total Grooming","214 Hamilton Blvd","South Plainfield, NJ 07080","South Plainfield","NJ","07080","40.580308","-74.413829","(908) 941-4512","72. Blendz Total GroomingPet Grooming"
"2334","Michael Zerafa & Associates Inc","7 Fielek Ter","Parlin, NJ 08859","Parlin","NJ","08859","40.461255","-74.310279","(732) 727-6455","74. Michael Zerafa & Associates IncPet Grooming13YEARSIN BUSINESS"
"2335","Tender Touch Pet Grooming","541 Boulevard","Kenilworth, NJ 07033","Kenilworth","NJ","07033","40.678129","-74.294073","(908) 276-5533","76. Tender Touch Pet GroomingPet Grooming(1)"
"2336","Shampooch Inc","4076 Hylan Blvd","Staten Island, NY 10308","Staten Island","NY","10308","40.553407","-74.150326","(718) 948-4192","77. Shampooch IncPet Grooming17YEARSIN BUSINESS"
"2337","Yes U R","2012 Morris Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 258-7871","78. Yes U RPet GroomingDog & Cat Furnishings & SuppliesPet Stores(2)Website8YEARSIN BUSINESS"
"2338","Bark Fine","228 Lincoln Ave","Elizabeth, NJ 07208","Elizabeth","NJ","07208","40.67442","-74.225148","(908) 514-2521","79. Bark FinePet GroomingWebsite"
"2339","A Glamour Pet Grooming Spa","1111 Magie Avenue","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 485-3448","80. A Glamour Pet Grooming SpaPet GroomingPet ServicesPet StoresWebsite11YEARSIN BUSINESS"
"2340","Happy Puppies","899 Magie Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 248-8302","81. Happy PuppiesPet GroomingWebsite"
"2341","Culture Mens Luxury Grooming","522 Boulevard","Kenilworth, NJ 07033","Kenilworth","NJ","07033","40.678129","-74.294073","(908) 967-6680","82. Culture Mens Luxury GroomingPet Grooming"
"2342","Try-Cob of Fanwood","252 South Ave","Fanwood, NJ 07023","Fanwood","NJ","07023","40.641449","-74.382226","(908) 322-5441","83. Try-Cob of FanwoodPet Grooming"
"2343","Pets First Inc","248 3rd St","Elizabethport, NJ 07206","Elizabethport","NJ","07206","40.654517","-74.189804","(908) 355-4100","84. Pets First IncPet GroomingPet StoresWebsite"
"2344","Picture PAWfect","4131 Hylan Blvd Fl GRD","Staten Island, NY 10308","Staten Island","NY","10308","40.553407","-74.150326","(929) 607-3754","85. Picture PAWfectPet GroomingPet StoresWebsite"
"2345","Pawllywood Inc","516 Chestnut St","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 688-3030","86. Pawllywood IncPet GroomingWebsite"
"2346","Simply Groomed","1732 E 2nd St","Scotch Plains, NJ 07076","Scotch Plains","NJ","07076","40.619819","-74.375205","(908) 680-6963","87. Simply GroomedPet GroomingWebsite2YEARSIN BUSINESS"
"2347","PetSmart Pet Grooming","1525 Forest Ave Grooming Depar","Staten Island, NY 10302","Staten Island","NY","10302","40.629815","-74.138408","(929) 308-2667","88. PetSmart Pet GroomingPet GroomingWebsite"
"2348","Pet Pawlour Steven","1866 Victory Blvd","Staten Island, NY 10314","Staten Island","NY","10314","40.606393","-74.152402","(718) 720-7729","89. Pet Pawlour StevenPet Grooming"
"2349","Pawsitively Purrfect","2076 Morris Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 242-7987","90. Pawsitively PurrfectPet GroomingWebsite10YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2350","Jeffrey Jeffrey","2076 Morris Ave Ste A","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(718) 709-1555","91. Jeffrey JeffreyPet Grooming"
"2351","Paws Petgrooming","2559 Morris Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 810-8585","92. Paws PetgroomingPet GroomingPet StoresWebsite"
"2352","Pet Oasis","2333 Hylan Blvd","Staten Island, NY 10306","Staten Island","NY","10306","40.566903","-74.120829","(718) 351-1700","93. Pet OasisPet GroomingPet StoresWebsite"
"2353","Petsvilla","56 New Dorp Plz S","Staten Island, NY 10306","Staten Island","NY","10306","40.566903","-74.120829","(718) 351-7387","94. PetsvillaPet GroomingDog & Cat Furnishings & SuppliesPet Stores(1)Website"
"2354","Pawllywood Pet Spa Grooming Services","516 Chestnut St","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 688-3030","95. Pawllywood Pet Spa Grooming ServicesPet Grooming(1)Website13YEARSIN BUSINESS"
"2355","Paws Pet Grooming & Supplies","1263 Stuyvesant Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 810-8585","96. Paws Pet Grooming & SuppliesPet GroomingPet StoresWebsite17YEARSIN BUSINESS"
"2356","Chat Line Paradise","80 Roosevelt Blvd","Parlin, NJ 08859","Parlin","NJ","08859","40.461255","-74.310279","(732) 707-4729","97. Chat Line ParadisePet Grooming"
"2357","Poochie Doo Grooming","149 N Broadway","South Amboy, NJ 08879","South Amboy","NJ","08879","40.463991","-74.275843","(732) 525-1172","98. Poochie Doo GroomingPet GroomingPet Stores(3)BBB Rating: A+28YEARSIN BUSINESS"
"2358","Peticular Grooming","49 Marianne St","Staten Island, NY 10302","Staten Island","NY","10302","40.629815","-74.138408","(718) 420-1217","100. Peticular GroomingPet Grooming(2)18YEARSIN BUSINESS"
"2359","Well Groomed Llc","300 South Ave","Fanwood, NJ 07023","Fanwood","NJ","07023","40.641449","-74.382226","(908) 322-5441","102. Well Groomed LlcPet GroomingPet ServicesDog & Cat Grooming & Supplies13YEARSIN BUSINESS"
"2360","Liberty Pet Grooming","1151 Liberty Ave","Hillside, NJ 07205","Hillside","NJ","07205","40.693929","-74.228806","(908) 352-0200","103. Liberty Pet GroomingPet Grooming(7)Website12YEARSIN BUSINESS"
"2361","Petz Kutz","1300 Burnet Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 688-8688","104. Petz KutzPet Grooming(4)WebsiteAmenities:Wheelchair accessible"
"2362","Cats & Dogs Grooming School","73 E 21st St","Bayonne, NJ 07002","Bayonne","NJ","07002","40.664207","-74.122276","(201) 437-0016","105. Cats & Dogs Grooming SchoolPet Grooming"
"2363","Puppy Love","1835 Springfield Ave","Maplewood, NJ 07040","Maplewood","NJ","07040","40.725322","-74.265292","(973) 761-0330","106. Puppy LovePet Grooming"
"2364","Grandpaws Pet Grooming","164 Broadway","Bayonne, NJ 07002","Bayonne","NJ","07002","40.664207","-74.122276","(201) 339-6303","107. Grandpaws Pet GroomingPet Grooming(21)"
"2365","Pup-Purri","634 Bound Brook Rd Ste 1","Dunellen, NJ 08812","Dunellen","NJ","08812","40.601341","-74.478647","(732) 968-2747","108. Pup-PurriPet Grooming(4)Website32YEARSIN BUSINESS"
"2366","The Furs Flyin","145 Stelton Rd","Piscataway, NJ 08854","Piscataway","NJ","08854","40.552711","-74.458211","(732) 752-8281","110. The Furs FlyinPet GroomingPet Boarding & KennelsKennels(1)Website"
"2367","Pampered Paws Spa","3 Ferry St","South River, NJ 08882","South River","NJ","08882","40.444355","-74.383419","(732) 254-5400","111. Pampered Paws SpaPet GroomingPet Boarding & Kennels(1)Website12YEARSIN BUSINESSAmenities:Wheelchair accessible"
"2368","Classic Grooming Barber Parlor","354 North Ave","Dunellen, NJ 08812","Dunellen","NJ","08812","40.601341","-74.478647","(732) 752-1353","112. Classic Grooming Barber ParlorPet Grooming"
"2369","Shaggy Wags","634 Bound Brook Rd","Dunellen, NJ 08812","Dunellen","NJ","08812","40.601341","-74.478647","(732) 968-2747","115. Shaggy WagsPet Grooming"
"2370","Paws & Bubbles","338 Bowler Ct","Piscataway, NJ 08854","Piscataway","NJ","08854","40.552711","-74.458211","(908) 565-0835","116. Paws & BubblesPet Grooming"
"2371","Diamond Dog Grooming","792 Broadway","Bayonne, NJ 07002","Bayonne","NJ","07002","40.664207","-74.122276","(201) 471-2720","117. Diamond Dog GroomingPet Grooming(2)BBB Rating: A+"
"2372","Bubbles Bath Pet Grooming Spa (Academy)","203 Parker Ave","Maplewood, NJ 07040","Maplewood","NJ","07040","40.725322","-74.265292","(973) 761-5000","118. Bubbles Bath Pet Grooming Spa (Academy)Pet GroomingPet Boarding & KennelsKennelsBBB Rating: A+Website14YEARSIN BUSINESS"
"2373","Brandy Grooming By","265 Mountain Ave","Springfield, NJ 07081","Springfield","NJ","07081","40.700489","-74.322044","(973) 564-6407","120. Brandy Grooming ByPet Grooming(2)Website"
"2374","World Class Grooming","564 Springfield Ave","Berkeley Heights, NJ 07922","Berkeley Heights","NJ","07922","40.678984","-74.432692","(908) 464-6161","121. World Class GroomingPet Grooming(1)17YEARSIN BUSINESS"
"2375","Amenity","32 Johnston Dr","Watchung, NJ 07069","Watchung","NJ","07069","40.636817","-74.452093","(908) 753-1152","122. AmenityPet GroomingWebsite17YEARSIN BUSINESS"
"2376","Bring Your Own Pet","477 N Burgher Ave","Staten Island, NY 10310","Staten Island","NY","10310","40.630863","-74.117886","(718) 556-2967","124. Bring Your Own PetPet GroomingPet StoresPet ServicesBBB Rating: A+Website6YEARSIN BUSINESS"
"2377","EZ Pet Grooming","1300 Burnet Ave","Union, NJ 07083","Union","NJ","07083","40.691867","-74.269598","(908) 688-8688","125. EZ Pet GroomingPet GroomingBBB Rating: A+Website14YEARSIN BUSINESS"
"2378","The Velvet Door Pet Spa & Boutique","201 Broadway","Bayonne, NJ 07002","Bayonne","NJ","07002","40.664207","-74.122276","(201) 443-2319","126. The Velvet Door Pet Spa & BoutiquePet GroomingWebsite"
"2379","Pet Unisex Grooming Ltd.","141 Seaview Ave","Staten Island, NY 10304","Staten Island","NY","10304","40.603229","-74.09021","(718) 979-3774","127. Pet Unisex Grooming Ltd.Pet GroomingPet StoresPet Specialty Services43YEARSIN BUSINESS"
